
T3694 000:473 SEGGER J-Link V4.80g Log File (0108ms, 0400ms total)
T3694 000:473 DLL Compiled: Feb 13 2014 20:50:02 (0108ms, 0400ms total)
T3694 000:473 Logging started @ 2017-09-18 15:42 (0109ms, 0401ms total)
T3694 000:582 JLINK_SetWarnOutHandler(...) (0000ms, 0401ms total)
T3694 000:582 JLINK_OpenEx(...)
Firmware: J-Link ARM V8 compiled Jan 31 2018 18:34:52
Hardware: V8.00
S/N: 20080643
Feature(s): RDI,FlashDL,FlashBP,JFlash,GDBFull  returns O.K. (0276ms, 0677ms total)
T3694 000:859 JLINK_SetErrorOutHandler(...) (0000ms, 0677ms total)
T3694 000:859 JLINK_ExecCommand("ProjectFile = "F:\CS9929SY\CS9929SY\CS9929SY\Project\JLinkSettings.ini"", ...)  returns 0x00 (0000ms, 0677ms total)
T3694 000:859 JLINK_ExecCommand("Device = STM32F407ZG", ...)Device "STM32F407ZG" selected (1024 KB flash, 128 KB RAM).  returns 0x00 (0002ms, 0679ms total)
T3694 000:861 JLINK_ExecCommand("DisableConnectionTimeout", ...)  returns 0x01 (0000ms, 0679ms total)
T3694 000:861 JLINK_GetHardwareVersion()  returns 0x13880 (0000ms, 0679ms total)
T3694 000:861 JLINK_GetDLLVersion()  returns 48007 (0000ms, 0679ms total)
T3694 000:861 JLINK_GetFirmwareString(...) (0000ms, 0679ms total)
T3694 000:862 JLINK_GetDLLVersion()  returns 48007 (0000ms, 0679ms total)
T3694 000:862 JLINK_GetCompileDateTime() (0000ms, 0679ms total)
T3694 000:862 JLINK_GetFirmwareString(...) (0000ms, 0679ms total)
T3694 000:862 JLINK_GetHardwareVersion()  returns 0x13880 (0000ms, 0679ms total)
T3694 000:863 JLINK_TIF_Select(JLINKARM_TIF_SWD)  returns 0x00 (0004ms, 0683ms total)
T3694 000:867 JLINK_SetSpeed(2000) (0000ms, 0683ms total)
T3694 000:867 JLINK_GetId() >0x108 TIF>Found SWD-DP with ID 0x2BA01477 >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x108 TIF>Found SWD-DP with ID 0x2BA01477 >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF>
 >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF>Found Cortex-M4 r0p1, Little endian. >0x0D TIF> >0x28 TIF> -- CPU_WriteMem(4 bytes @ 0xE0002000) -- CPU_ReadMem(4 bytes @ 0xE000EDF0)
 -- CPU_ReadMem(4 bytes @ 0xE0002000)FPUnit: 6 code (BP) slots and 2 literal slots -- CPU_ReadMem(4 bytes @ 0xE000EDFC) -- CPU_ReadMem(4 bytes @ 0xE0001000) -- CPU_WriteMem(4 bytes @ 0xE0001000) -- CPU_ReadMem(4 bytes @ 0xE00FF010)TPIU fitted. -- CPU_ReadMem(4 bytes @ 0xE00FF014)ETM fitted. -- CPU_ReadMem(4 bytes @ 0xE00FF018) >0x0D TIF> >0x21 TIF>  returns 0x2BA01477 (0052ms, 0735ms total)
T3694 000:919 JLINK_GetDeviceFamily()  returns 14 (0000ms, 0735ms total)
T3694 000:919 JLINK_ReadMem (0xE00FFFF0, 0x0010 Bytes, ...) -- CPU is running -- CPU_ReadMem(16 bytes @ 0xE00FFFF0) -- Data:  0D 00 00 00 10 00 00 00 05 00 00 00 B1 00 00 00  returns 0x00 (0001ms, 0736ms total)
T3694 000:920 JLINK_ReadMem (0xE00FFFD0, 0x0020 Bytes, ...) -- CPU is running -- CPU_ReadMem(32 bytes @ 0xE00FFFD0) -- Data:  00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ...  returns 0x00 (0001ms, 0737ms total)
T3694 000:921 JLINK_ReadMem (0xE00FF000, 0x0018 Bytes, ...) -- CPU is running -- CPU_ReadMem(24 bytes @ 0xE00FF000) -- Data:  03 F0 F0 FF 03 20 F0 FF 03 30 F0 FF 03 10 F0 FF ...  returns 0x00 (0001ms, 0738ms total)
T3694 000:922 JLINK_ReadMemU32(0xE000ED00, 0x0001 Items, ...) -- CPU is running -- CPU_ReadMem(4 bytes @ 0xE000ED00) -- Data:  41 C2 0F 41  returns 0x01 (0001ms, 0739ms total)
T3694 000:923 JLINK_ReadMemU32(0xE000EF40, 0x0001 Items, ...) -- CPU is running -- CPU_ReadMem(4 bytes @ 0xE000EF40) -- Data:  21 00 11 10  returns 0x01 (0000ms, 0739ms total)
T3694 000:923 JLINK_ReadMemU32(0xE000EF44, 0x0001 Items, ...) -- CPU is running -- CPU_ReadMem(4 bytes @ 0xE000EF44) -- Data:  11 00 00 11  returns 0x01 (0001ms, 0740ms total)
T3694 000:924 JLINK_SetResetType(JLINKARM_RESET_TYPE_NORMAL)  returns JLINKARM_RESET_TYPE_NORMAL (0000ms, 0740ms total)
T3694 000:924 JLINK_Reset() -- CPU_WriteMem(4 bytes @ 0xE0002000) -- CPU_ReadMem(4 bytes @ 0xE000EDFC) -- CPU_WriteMem(4 bytes @ 0xE000EDFC) -- CPU_ReadMem(4 bytes @ 0xE0001000) (0026ms, 0766ms total)
T3694 000:950 JLINK_ReadReg(R15 (PC))  returns 0x08000484 (0000ms, 0766ms total)
T3694 000:950 JLINK_ReadReg(XPSR)  returns 0x01000000 (0000ms, 0766ms total)
T3694 000:950 JLINK_Halt()  returns 0x00 (0000ms, 0766ms total)
T3694 000:950 JLINK_IsHalted()  returns TRUE (0000ms, 0766ms total)
T3694 000:950 JLINK_ReadMemU32(0xE000EDF0, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE000EDF0) -- Data:  03 00 03 00  returns 0x01 (0001ms, 0767ms total)
T3694 000:951 JLINK_WriteU32(0xE000EDF0, 0xA05F0003) -- CPU_WriteMem(4 bytes @ 0xE000EDF0)  returns 0x00 (0001ms, 0768ms total)
T3694 000:952 JLINK_WriteU32(0xE000EDFC, 0x01000000) -- CPU_WriteMem(4 bytes @ 0xE000EDFC)  returns 0x00 (0001ms, 0769ms total)
T3694 000:953 JLINK_GetHWStatus(...)  returns 0x00 (0001ms, 0770ms total)
T3694 000:954 JLINK_GetNumBPUnits(Type = 0xFFFFFF00)  returns 0x06 (0000ms, 0770ms total)
T3694 000:954 JLINK_GetNumBPUnits(Type = 0xF0)  returns 0x2000 (0000ms, 0770ms total)
T3694 000:954 JLINK_GetNumWPUnits()  returns 0x04 (0000ms, 0770ms total)
T3694 000:954 JLINK_GetSpeed()  returns 0x7D0 (0000ms, 0770ms total)
T3694 000:954 JLINK_ReadMemU32(0xE000E004, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE000E004) -- Data:  02 00 00 00  returns 0x01 (0001ms, 0771ms total)
T3694 000:955 JLINK_ReadMemU32(0xE000E004, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE000E004) -- Data:  02 00 00 00  returns 0x01 (0001ms, 0772ms total)
T3694 000:956 JLINK_WriteMem(0xE0001000, 0x001C Bytes, ...) -- Data:  01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -- CPU_WriteMem(28 bytes @ 0xE0001000)  returns 0x1C (0001ms, 0773ms total)
T3694 000:957 JLINK_ReadMem (0xE0001000, 0x001C Bytes, ...) -- CPU_ReadMem(28 bytes @ 0xE0001000) -- Data:  01 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 ...  returns 0x00 (0001ms, 0774ms total)
T3694 000:958 JLINK_ReadReg(R15 (PC))  returns 0x08000484 (0000ms, 0774ms total)
T3694 000:958 JLINK_ReadReg(XPSR)  returns 0x01000000 (0000ms, 0774ms total)
T3694 002:214 JLINK_ReadMem (0x08037000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08037000) -- Updating C cache (4096 bytes @ 0x08037000) -- Read from C cache (4096 bytes @ 0x08037000) -- Data:  70 47 00 20 FC E7 01 46 6F F4 80 50 81 42 01 D1 ...  returns 0x00 (0044ms, 1825ms total)
T3694 002:259 JLINK_ReadMem (0x08038000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08038000) -- Updating C cache (4096 bytes @ 0x08038000) -- Read from C cache (4096 bytes @ 0x08038000) -- Data:  E5 FB 00 BF 00 BF 00 BF F3 F7 68 F8 04 46 00 BF ...  returns 0x00 (0044ms, 1869ms total)
T3694 002:304 JLINK_ReadMem (0x08039000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08039000) -- Updating C cache (4096 bytes @ 0x08039000) -- Read from C cache (4096 bytes @ 0x08039000) -- Data:  10 B5 0A 20 E6 49 08 70 00 20 88 71 08 72 02 20 ...  returns 0x00 (0044ms, 1913ms total)
T3694 002:349 JLINK_ReadMem (0x0803A000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0803A000) -- Updating C cache (4096 bytes @ 0x0803A000) -- Read from C cache (4096 bytes @ 0x0803A000) -- Data:  10 BD 10 B5 10 20 F7 49 08 70 00 20 88 71 08 72 ...  returns 0x00 (0043ms, 1956ms total)
T3694 002:393 JLINK_ReadMem (0x0803B000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0803B000) -- Updating C cache (4096 bytes @ 0x0803B000) -- Read from C cache (4096 bytes @ 0x0803B000) -- Data:  81 F8 6D 00 81 F8 54 00 FD F7 7B F9 10 BD 10 B5 ...  returns 0x00 (0043ms, 1999ms total)
T3694 002:436 JLINK_ReadMem (0x0803C000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0803C000) -- Updating C cache (4096 bytes @ 0x0803C000) -- Read from C cache (4096 bytes @ 0x0803C000) -- Data:  A8 60 FF 20 8D F8 03 00 8D F8 02 00 8D F8 01 00 ...  returns 0x00 (0044ms, 2043ms total)
T3694 002:480 JLINK_ReadMem (0x0803D000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0803D000) -- Updating C cache (4096 bytes @ 0x0803D000) -- Read from C cache (4096 bytes @ 0x0803D000) -- Data:  00 68 45 6B 28 46 0F F0 04 FA C6 B2 09 22 29 46 ...  returns 0x00 (0044ms, 2087ms total)
T3694 002:524 JLINK_ReadMem (0x0803E000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0803E000) -- Updating C cache (4096 bytes @ 0x0803E000) -- Read from C cache (4096 bytes @ 0x0803E000) -- Data:  88 20 30 F8 04 90 8A 20 30 F8 04 A0 D4 F8 08 B0 ...  returns 0x00 (0044ms, 2131ms total)
T3694 002:568 JLINK_ReadMem (0x0803F000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0803F000) -- Updating C cache (4096 bytes @ 0x0803F000) -- Read from C cache (4096 bytes @ 0x0803F000) -- Data:  20 46 FF F7 EA FF 10 BD 70 B5 04 46 65 68 20 68 ...  returns 0x00 (0044ms, 2175ms total)
T3694 002:624 JLINK_ReadMem (0x08040000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08040000) -- Updating C cache (4096 bytes @ 0x08040000) -- Read from C cache (4096 bytes @ 0x08040000) -- Data:  1C BD F0 B5 99 B0 05 46 64 21 68 46 0C F0 DE F9 ...  returns 0x00 (0044ms, 2219ms total)
T3694 002:669 JLINK_ReadMem (0x08041000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08041000) -- Updating C cache (4096 bytes @ 0x08041000) -- Read from C cache (4096 bytes @ 0x08041000) -- Data:  98 42 0C D1 01 EB 81 00 06 EB 80 00 80 68 28 B1 ...  returns 0x00 (0044ms, 2263ms total)
T3694 002:713 JLINK_ReadMem (0x08042000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08042000) -- Updating C cache (4096 bytes @ 0x08042000) -- Read from C cache (4096 bytes @ 0x08042000) -- Data:  B6 22 53 52 A4 22 43 6A 53 50 00 23 A0 22 53 50 ...  returns 0x00 (0043ms, 2306ms total)
T3694 002:757 JLINK_ReadMem (0x08043000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08043000) -- Updating C cache (4096 bytes @ 0x08043000) -- Read from C cache (4096 bytes @ 0x08043000) -- Data:  24 00 02 28 07 D0 94 F8 24 00 03 28 03 D0 94 F8 ...  returns 0x00 (0043ms, 2349ms total)
T3694 002:801 JLINK_ReadMem (0x08044000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08044000) -- Updating C cache (4096 bytes @ 0x08044000) -- Read from C cache (4096 bytes @ 0x08044000) -- Data:  AC 42 D2 DB 70 BD 7C B5 04 46 65 68 20 68 1D 28 ...  returns 0x00 (0044ms, 2393ms total)
T3694 002:845 JLINK_ReadMem (0x08045000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08045000) -- Updating C cache (4096 bytes @ 0x08045000) -- Read from C cache (4096 bytes @ 0x08045000) -- Data:  30 46 F6 F7 0D FD C1 B2 48 20 01 55 69 46 20 46 ...  returns 0x00 (0044ms, 2437ms total)
T3694 002:890 JLINK_ReadMem (0x08046000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08046000) -- Updating C cache (4096 bytes @ 0x08046000) -- Read from C cache (4096 bytes @ 0x08046000) -- Data:  19 0B 06 F0 0F FC 02 D2 9F ED B0 0B 5C E0 A8 49 ...  returns 0x00 (0043ms, 2480ms total)
T3694 002:934 JLINK_ReadMem (0x08047000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08047000) -- Updating C cache (4096 bytes @ 0x08047000) -- Read from C cache (4096 bytes @ 0x08047000) -- Data:  B0 60 32 46 29 46 20 46 FA F7 3B F9 BD E8 F0 81 ...  returns 0x00 (0043ms, 2523ms total)
T3694 002:978 JLINK_ReadMem (0x08048000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08048000) -- Updating C cache (4096 bytes @ 0x08048000) -- Read from C cache (4096 bytes @ 0x08048000) -- Data:  10 B5 04 46 22 46 07 21 7A 48 F9 F7 DD F9 10 BD ...  returns 0x00 (0044ms, 2567ms total)
T3694 003:023 JLINK_ReadMem (0x08049000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08049000) -- Updating C cache (4096 bytes @ 0x08049000) -- Read from C cache (4096 bytes @ 0x08049000) -- Data:  96 FF 03 28 02 DB 05 2D 00 DB 02 E0 6D 1C 64 2D ...  returns 0x00 (0043ms, 2610ms total)
T3694 003:067 JLINK_ReadMem (0x0804A000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0804A000) -- Updating C cache (4096 bytes @ 0x0804A000) -- Read from C cache (4096 bytes @ 0x0804A000) -- Data:  60 00 AD F8 62 00 8D F8 64 00 75 48 00 68 40 7C ...  returns 0x00 (0043ms, 2653ms total)
T3694 003:111 JLINK_ReadMem (0x0804B000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0804B000) -- Updating C cache (4096 bytes @ 0x0804B000) -- Read from C cache (4096 bytes @ 0x0804B000) -- Data:  C1 FF 68 1C 82 B2 21 46 05 A8 FD F7 B1 FF 68 1C ...  returns 0x00 (0044ms, 2697ms total)
T3694 003:155 JLINK_ReadMem (0x0804C000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0804C000) -- Updating C cache (4096 bytes @ 0x0804C000) -- Read from C cache (4096 bytes @ 0x0804C000) -- Data:  08 70 39 49 08 70 39 49 08 70 39 49 08 70 35 48 ...  returns 0x00 (0044ms, 2741ms total)
T3694 003:200 JLINK_ReadMem (0x0804D000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0804D000) -- Updating C cache (4096 bytes @ 0x0804D000) -- Read from C cache (4096 bytes @ 0x0804D000) -- Data:  5B 1E F9 D1 2B 07 05 D4 00 23 52 1E 0F D4 01 F8 ...  returns 0x00 (0043ms, 2784ms total)
T3694 003:244 JLINK_ReadMem (0x0804E000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0804E000) -- Updating C cache (4096 bytes @ 0x0804E000) -- Read from C cache (4096 bytes @ 0x0804E000) -- Data:  37 70 40 6B B0 B1 02 F0 35 F8 00 90 05 F0 4C FE ...  returns 0x00 (0045ms, 2829ms total)
T3694 003:289 JLINK_ReadMem (0x0804F000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0804F000) -- Updating C cache (4096 bytes @ 0x0804F000) -- Read from C cache (4096 bytes @ 0x0804F000) -- Data:  F0 8F 70 B5 86 B0 06 46 01 F0 34 F8 05 90 D0 E9 ...  returns 0x00 (0044ms, 2873ms total)
T3694 003:334 JLINK_ReadMem (0x08050000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08050000) -- Updating C cache (4096 bytes @ 0x08050000) -- Read from C cache (4096 bytes @ 0x08050000) -- Data:  F0 81 00 00 64 D8 01 20 10 B5 00 24 12 F0 14 FD ...  returns 0x00 (0043ms, 2916ms total)
T3694 003:378 JLINK_ReadMem (0x08051000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08051000) -- Updating C cache (4096 bytes @ 0x08051000) -- Read from C cache (4096 bytes @ 0x08051000) -- Data:  65 F8 1C BD 2C B1 00 20 2D E9 F0 4F 87 B0 9B 46 ...  returns 0x00 (0044ms, 2960ms total)
T3694 003:423 JLINK_ReadMem (0x08052000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08052000) -- Updating C cache (4096 bytes @ 0x08052000) -- Read from C cache (4096 bytes @ 0x08052000) -- Data:  38 B5 04 00 1C D0 FF F7 BF FE 0E 48 00 68 00 6E ...  returns 0x00 (0044ms, 3004ms total)
T3694 003:468 JLINK_ReadMem (0x08053000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08053000) -- Updating C cache (4096 bytes @ 0x08053000) -- Read from C cache (4096 bytes @ 0x08053000) -- Data:  34 6F 09 08 70 B5 B0 F9 06 60 B0 F9 04 40 0B 68 ...  returns 0x00 (0043ms, 3047ms total)
T3694 003:512 JLINK_ReadMem (0x08054000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08054000) -- Updating C cache (4096 bytes @ 0x08054000) -- Read from C cache (4096 bytes @ 0x08054000) -- Data:  01 46 20 46 BD E8 10 40 FE F7 4E BF 00 23 13 F0 ...  returns 0x00 (0044ms, 3091ms total)
T3694 003:556 JLINK_ReadMem (0x08055000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08055000) -- Updating C cache (4096 bytes @ 0x08055000) -- Read from C cache (4096 bytes @ 0x08055000) -- Data:  71 68 41 F8 25 00 6D 1C A5 42 F5 DB 70 68 EB E7 ...  returns 0x00 (0044ms, 3135ms total)
T3694 003:600 JLINK_ReadMem (0x08056000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08056000) -- Updating C cache (4096 bytes @ 0x08056000) -- Read from C cache (4096 bytes @ 0x08056000) -- Data:  90 F8 92 10 49 07 47 D5 B0 F9 90 10 B9 42 43 D1 ...  returns 0x00 (0045ms, 3180ms total)
T3694 003:645 JLINK_ReadMem (0x08057000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08057000) -- Updating C cache (4096 bytes @ 0x08057000) -- Read from C cache (4096 bytes @ 0x08057000) -- Data:  F9 F7 5B B9 10 B5 04 46 D0 F8 84 00 00 28 06 D1 ...  returns 0x00 (0043ms, 3223ms total)
T3694 003:689 JLINK_ReadMem (0x08058000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08058000) -- Updating C cache (4096 bytes @ 0x08058000) -- Read from C cache (4096 bytes @ 0x08058000) -- Data:  26 6A 00 2E 3C D0 A0 68 B1 68 88 42 01 D1 8F 4D ...  returns 0x00 (0044ms, 3267ms total)
T3694 003:733 JLINK_ReadMem (0x08059000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08059000) -- Updating C cache (4096 bytes @ 0x08059000) -- Read from C cache (4096 bytes @ 0x08059000) -- Data:  38 46 F7 F7 37 F8 00 90 03 2E 08 D2 00 EB 86 00 ...  returns 0x00 (0044ms, 3311ms total)
T3694 003:777 JLINK_ReadMem (0x0805A000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0805A000) -- Updating C cache (4096 bytes @ 0x0805A000) -- Read from C cache (4096 bytes @ 0x0805A000) -- Data:  20 46 F6 F7 37 F8 00 90 00 68 F8 F7 17 FE 68 46 ...  returns 0x00 (0044ms, 3355ms total)
T3694 003:822 JLINK_ReadMem (0x0805B000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0805B000) -- Updating C cache (4096 bytes @ 0x0805B000) -- Read from C cache (4096 bytes @ 0x0805B000) -- Data:  A4 B8 00 20 0B 46 B0 F9 02 20 B0 F9 00 10 18 46 ...  returns 0x00 (0044ms, 3399ms total)
T3694 003:866 JLINK_ReadMem (0x0805C000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0805C000) -- Updating C cache (4096 bytes @ 0x0805C000) -- Read from C cache (4096 bytes @ 0x0805C000) -- Data:  0E 40 09 07 02 D5 BD F9 12 10 01 E0 BD F9 10 10 ...  returns 0x00 (0044ms, 3443ms total)
T3694 003:911 JLINK_ReadMem (0x0805D000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0805D000) -- Updating C cache (4096 bytes @ 0x0805D000) -- Read from C cache (4096 bytes @ 0x0805D000) -- Data:  78 1C C2 17 00 EB 92 70 B4 EB A0 0F 00 DA 64 1C ...  returns 0x00 (0044ms, 3487ms total)
T3694 003:955 JLINK_ReadMem (0x0805E000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0805E000) -- Updating C cache (4096 bytes @ 0x0805E000) -- Read from C cache (4096 bytes @ 0x0805E000) -- Data:  5C B2 00 20 C0 9A 09 08 2D E9 FC 41 04 46 00 68 ...  returns 0x00 (0043ms, 3530ms total)
T3694 003:999 JLINK_ReadMem (0x0805F000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0805F000) -- Updating C cache (4096 bytes @ 0x0805F000) -- Read from C cache (4096 bytes @ 0x0805F000) -- Data:  D8 F8 08 00 F6 F7 BC F9 25 B2 37 B2 24 14 3A 46 ...  returns 0x00 (0045ms, 3575ms total)
T3694 004:044 JLINK_ReadMem (0x08060000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08060000) -- Updating C cache (4096 bytes @ 0x08060000) -- Read from C cache (4096 bytes @ 0x08060000) -- Data:  F1 F7 B8 F8 76 1C 4E 45 F0 DB BD E8 FC 87 2D E9 ...  returns 0x00 (0044ms, 3619ms total)
T3694 004:088 JLINK_ReadMem (0x08061000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08061000) -- Updating C cache (4096 bytes @ 0x08061000) -- Read from C cache (4096 bytes @ 0x08061000) -- Data:  00 90 84 6A 01 46 A0 07 23 D5 26 B1 32 46 01 A8 ...  returns 0x00 (0044ms, 3663ms total)
T3694 004:133 JLINK_ReadMem (0x08062000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08062000) -- Updating C cache (4096 bytes @ 0x08062000) -- Read from C cache (4096 bytes @ 0x08062000) -- Data:  0A 00 B0 42 09 DA 0A E0 AE 42 00 DB A1 46 21 46 ...  returns 0x00 (0044ms, 3707ms total)
T3694 004:177 JLINK_ReadMem (0x08063000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08063000) -- Updating C cache (4096 bytes @ 0x08063000) -- Read from C cache (4096 bytes @ 0x08063000) -- Data:  BD E8 FC 87 48 46 ED F7 35 F8 00 90 50 F8 40 4F ...  returns 0x00 (0044ms, 3751ms total)
T3694 004:222 JLINK_ReadMem (0x08064000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08064000) -- Updating C cache (4096 bytes @ 0x08064000) -- Read from C cache (4096 bytes @ 0x08064000) -- Data:  38 46 F6 F7 B7 FD F8 BD 38 46 EC F7 33 F8 00 90 ...  returns 0x00 (0045ms, 3796ms total)
T3694 004:267 JLINK_ReadMem (0x08065000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08065000) -- Updating C cache (4096 bytes @ 0x08065000) -- Read from C cache (4096 bytes @ 0x08065000) -- Data:  A3 F8 00 20 F5 F7 44 FF 15 B0 F0 BD 2D E9 F0 4F ...  returns 0x00 (0044ms, 3840ms total)
T3694 004:312 JLINK_ReadMem (0x08066000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08066000) -- Updating C cache (4096 bytes @ 0x08066000) -- Read from C cache (4096 bytes @ 0x08066000) -- Data:  12 D5 68 46 EA F7 5A FC 50 46 EC F7 0C FD BD F9 ...  returns 0x00 (0043ms, 3883ms total)
T3694 004:356 JLINK_ReadMem (0x08067000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08067000) -- Updating C cache (4096 bytes @ 0x08067000) -- Read from C cache (4096 bytes @ 0x08067000) -- Data:  50 46 0F 9A FF F7 99 FF 00 21 50 46 0F 9A FF F7 ...  returns 0x00 (0044ms, 3927ms total)
T3694 004:401 JLINK_ReadMem (0x08068000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08068000) -- Updating C cache (4096 bytes @ 0x08068000) -- Read from C cache (4096 bytes @ 0x08068000) -- Data:  81 68 4B 69 09 A9 98 47 0E 99 06 46 88 42 1D D1 ...  returns 0x00 (0044ms, 3971ms total)
T3694 004:446 JLINK_ReadMem (0x08069000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x08069000) -- Updating C cache (4096 bytes @ 0x08069000) -- Read from C cache (4096 bytes @ 0x08069000) -- Data:  00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ...  returns 0x00 (0043ms, 4014ms total)
T3694 004:490 JLINK_ReadMem (0x0806A000, 0x1000 Bytes, ...) -- CPU_ReadMem(4096 bytes @ 0x0806A000) -- Updating C cache (4096 bytes @ 0x0806A000) -- Read from C cache (4096 bytes @ 0x0806A000) -- Data:  60 60 C0 7F FF E0 C0 00 00 00 01 80 1F FF C0 18 ...  returns 0x00 (0044ms, 4058ms total)
